note,note_line,ref,source,new_source,old,new,status,basis
models/Delft3D/source-analysis/sediment/delft3d_sediment.md,137,erosed.f90:1135-1162,src/engines_gpl/flow2d3d/packages/flow2d3d_kernel/src/compute_sediment/erosed.f90,,1135-1162,1170-1197,MOVED,
models/Delft3D/source-analysis/sediment/delft3d_sediment.md,140,erosilt.f90:262,src/utils_gpl/morphology/packages/morphology_kernel/src/erosilt.f90,,262,281,MOVED,
models/Delft3D/source-analysis/sediment/delft3d_sediment.md,141,soursin_3d.f90:146-165,src/utils_gpl/morphology/packages/morphology_kernel/src/soursin_3d.f90,,146-165,148-167,MOVED,
models/Delft3D/source-analysis/sediment/delft3d_sediment.md,144,erosed.f90:854-890,src/engines_gpl/flow2d3d/packages/flow2d3d_kernel/src/compute_sediment/erosed.f90,,854-890,877-913,MOVED,
models/Delft3D/source-analysis/sediment/delft3d_sediment.md,147,eqtran.f90:722-743,src/utils_gpl/morphology/packages/morphology_kernel/src/eqtran.f90,src/utils_gpl/morphology/packages/morphology_kernel/src/eqtran.f90,722-743,749,REANCHORED,"같은 파일, 줄 이동"
models/Delft3D/source-analysis/wave/delft3d_flow_wave_coupling.md,25,wave/packages/manager/src/wave_main.f90:430,src/engines_gpl/wave/packages/manager/src/wave_main.f90,,430,431,MOVED,
models/Delft3D/source-analysis/wave/delft3d_flow_wave_coupling.md,34,"wave/packages/data/src/swan_input.f90:4211, 4256",src/engines_gpl/wave/packages/data/src/swan_input.f90,,"4211,4256","4438,4483",MOVED,
models/Delft3D/source-analysis/wave/delft3d_flow_wave_coupling.md,50,wave_main.f90:430,src/engines_gpl/wave/packages/manager/src/wave_main.f90,,430,431,MOVED,
models/Delft3D/source-analysis/wave/delft3d_flow_wave_coupling.md,127,trisol.f90:1304,src/engines_gpl/flow2d3d/packages/flow2d3d_kernel/src/main/trisol.f90,,1304,1306,MOVED,
models/Delft3D/source-analysis/wave/delft3d_flow_wave_coupling.md,141,swan_input.f90:4211,src/engines_gpl/wave/packages/data/src/swan_input.f90,,4211,4438,MOVED,
models/Delft3D/source-analysis/wave/delft3d_flow_wave_coupling.md,142,swan_input.f90:4256,src/engines_gpl/wave/packages/data/src/swan_input.f90,,4256,4483,MOVED,
