batch,id,note,note_line,codex,final,old_evidence
C1,C1-3,models/EFDC/source-analysis/efdc_ice.md,25,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1091-1097; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1206-1208; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1225-1227; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1262-1264; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1374-1385
C1,C1-4,models/EFDC/source-analysis/efdc_ice.md,25,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp2t.f90:1011-1019; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp2t.f90:1131-1132; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp2t.f90:1144-1149; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp2t.f90:1162-1163; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp2t.f90:1175-1180; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp2t.f90:1204-1205; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp2t.f90:1216-1217; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp2t.f90:1277-1278; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp2t.f90:1295-1303; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp2t.f90:1400-1405
C1,C1-5,models/EFDC/source-analysis/efdc_ice.md,28,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Waves/mod_windwave.f90:270-278; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Waves/mod_windwave.f90:688-699
C1,C1-6,models/EFDC/source-analysis/efdc_ice.md,29,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/varalloc.f90:1386-1400
C1,C1-7,models/EFDC/source-analysis/efdc_ice.md,108,NO_ACTION,NO_ACTION,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp2t.f90:1014-1019
C1,C1-8,models/EFDC/source-analysis/efdc_ice.md,133,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/varalloc.f90:1386-1400
C1,C1-9,models/EFDC/source-analysis/efdc_water_quality.md,19,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Eutrophication/mod_wq.f90:9-11; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Eutrophication/mod_wq.f90:1884-1892; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Eutrophication/mod_wq.f90:2399-2405; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Eutrophication/mod_wq.f90:2424-2430
C1,C1-10,models/EFDC/source-analysis/efdc_water_quality.md,22,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Eutrophication/mod_biota.f90:124; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Eutrophication/mod_biota.f90:144-150
C1,C1-11,models/EFDC/source-analysis/efdc_water_quality.md,106,UPDATE_REQUIRED,UPDATE_REQUIRED,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Eutrophication/mod_diagen.f90:164-174; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Eutrophication/mod_diagen.f90:336-341
C1,C1-12,models/EFDC/source-analysis/efdc_dispersion.md,24,NO_ACTION,NO_ACTION,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/mod_var_global.f90:991-992; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/mod_var_global.f90:1098-1099
C1,C1-13,models/EFDC/source-analysis/efdc_wetdry.md,20,NO_ACTION,NO_ACTION,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/mod_var_global.f90:60; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/mod_var_global.f90:841; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/mod_var_global.f90:1048; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/mod_var_global.f90:1053
C2,C2-1,models/EFDC/source-analysis/efdc_wetdry.md,48,NO_ACTION,NO_ACTION,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/mod_var_global.f90:1048-1054
C2,C2-2,models/EFDC/source-analysis/efdc_vertical.md,21,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/aaefdc.f90:1301-1312
C2,C2-3,models/EFDC/source-analysis/efdc_vertical.md,24,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1167-1170; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1187-1189; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1207-1208; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1225-1228; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1265-1268
C2,C2-4,models/EFDC/source-analysis/efdc_vertical.md,80,UPDATE_REQUIRED,UPDATE_REQUIRED,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1167-1169; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1187-1188; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1207-1223
C2,C2-5,models/EFDC/source-analysis/efdc_vertical.md,81,UPDATE_REQUIRED,UPDATE_REQUIRED,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1225-1236; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1239-1242; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1252-1265
C2,C2-6,models/EFDC/source-analysis/efdc_vertical.md,82,UPDATE_REQUIRED,UPDATE_REQUIRED,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1265-1279
C2,C2-7,models/EFDC/source-analysis/efdc_sediment_diagenesis.md,21,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Eutrophication/mod_diagen.f90:164-169; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Eutrophication/mod_diagen.f90:336-341; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Eutrophication/mod_diagen.f90:1105-1108; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Eutrophication/mod_diagen.f90:1121-1122; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Eutrophication/mod_diagen.f90:1391-1394
C2,C2-8,models/EFDC/source-analysis/efdc_hydro_core.md,79,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1010-1028; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1052-1055
C2,C2-9,models/EFDC/source-analysis/efdc_baroclinic_eos.md,75,UPDATE_REQUIRED,UPDATE_REQUIRED,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1162-1169; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1187-1188; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1207-1208; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1225-1228; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1265-1270; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calexp.f90:1350-1352
C2,C2-10,models/EFDC/source-analysis/sediment/efdc_sediment.md,21,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/SedTran-Original/ssedtox.f90:868-885; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/SedTran-Original/ssedtox.f90:1031-1062; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/SedTran-Original/ssedtox.f90:1078-1100; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/SedTran-Original/ssedtox.f90:1282-1287
C2,C2-11,models/EFDC/source-analysis/sediment/efdc_sediment.md,178,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/hdmt2t.f90:409-428
C2,C2-12,models/EFDC/source-analysis/sediment/efdc_sedzlj.md,416,REVIEW_ONLY,REVIEW_ONLY,models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calhdmf.f90:245-253; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calhdmf.f90:266-269; models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/calhdmf.f90:284-287
